witness_ordinal	from_aspect	to_aspect	trit_delta	closure_effect	color_hex	semantic_cost
50	palette_interface_object	aqua_hygiene_object	0	same_trit_relabel	#D99BB7	0.821248
50	palette_interface_object	scip_catcolab_object	1	positive_shift	#55DBDB	1.335476
51	lisp_semantics_object	color_space_object	1	positive_shift	#53871B	1.088111
51	lisp_semantics_object	trit_tick_object	-1	negative_shift	#5994B6	1.072952
51	lisp_semantics_object	rng_determinism_object	0	same_trit_relabel	#1D5BDC	0.880722
51	lisp_semantics_object	parallel_invariance_object	1	positive_shift	#9A9C7C	0.581169
51	lisp_semantics_object	palette_interface_object	-1	negative_shift	#A31D50	1.015472
51	lisp_semantics_object	entropy_source_object	1	positive_shift	#72947A	0.656357
51	lisp_semantics_object	propagator_cell_object	-1	negative_shift	#13D88C	1.085866
51	lisp_semantics_object	abductive_world_object	0	same_trit_relabel	#563E5B	0.474137
51	lisp_semantics_object	fuzz_soundness_object	1	positive_shift	#12ADD9	1.121588
51	lisp_semantics_object	ternary_regression_object	-1	negative_shift	#F131CD	1.324249
51	lisp_semantics_object	nonriemannian_gate_object	0	same_trit_relabel	#CF4016	0.640502
51	lisp_semantics_object	exa_loop_object	1	positive_shift	#DC7611	0.908228
51	lisp_semantics_object	aqua_hygiene_object	-1	negative_shift	#120E17	0.944268
51	lisp_semantics_object	scip_catcolab_object	0	same_trit_relabel	#0D4490	0.547814
52	entropy_source_object	color_space_object	0	same_trit_relabel	#94611E	0.528787
52	entropy_source_object	trit_tick_object	1	positive_shift	#F578D7	0.967234
52	entropy_source_object	rng_determinism_object	-1	negative_shift	#93CA49	1.267869
52	entropy_source_object	parallel_invariance_object	0	same_trit_relabel	#4BAC23	0.547982
52	entropy_source_object	palette_interface_object	1	positive_shift	#E269EC	1.009176
52	entropy_source_object	lisp_semantics_object	-1	negative_shift	#FBC32D	1.057179
52	entropy_source_object	propagator_cell_object	1	positive_shift	#40C7E0	1.243323
52	entropy_source_object	abductive_world_object	-1	negative_shift	#1A8B4C	0.50436
52	entropy_source_object	fuzz_soundness_object	0	same_trit_relabel	#49E2F9	0.996518
52	entropy_source_object	ternary_regression_object	1	positive_shift	#B7EFB4	1.292019
52	entropy_source_object	nonriemannian_gate_object	-1	negative_shift	#FDC3B6	0.99031
52	entropy_source_object	exa_loop_object	0	same_trit_relabel	#4D7766	0.48477
52	entropy_source_object	aqua_hygiene_object	1	positive_shift	#1B1492	0.77929
52	entropy_source_object	scip_catcolab_object	-1	negative_shift	#B84CCA	0.789248
53	propagator_cell_object	color_space_object	-1	negative_shift	#2CCC0E	0.765578
53	propagator_cell_object	trit_tick_object	0	same_trit_relabel	#4C71B2	0.115403
53	propagator_cell_object	rng_determinism_object	1	positive_shift	#4CF1EC	0.723938
53	propagator_cell_object	parallel_invariance_object	-1	negative_shift	#1BD999	1.275726
53	propagator_cell_object	palette_interface_object	0	same_trit_relabel	#72E22B	0.720097
53	propagator_cell_object	lisp_semantics_object	1	positive_shift	#98587C	1.001256
53	propagator_cell_object	entropy_source_object	-1	negative_shift	#8A9B5F	1.115625
53	propagator_cell_object	abductive_world_object	1	positive_shift	#4A2DFC	1.036301
53	propagator_cell_object	fuzz_soundness_object	-1	negative_shift	#A4C65D	1.112513
53	propagator_cell_object	ternary_regression_object	0	same_trit_relabel	#92C52D	0.470784
53	propagator_cell_object	nonriemannian_gate_object	1	positive_shift	#F5DC5D	0.549874
53	propagator_cell_object	exa_loop_object	-1	negative_shift	#25088D	0.576407
53	propagator_cell_object	aqua_hygiene_object	0	same_trit_relabel	#ABEE57	0.467621
53	propagator_cell_object	scip_catcolab_object	1	positive_shift	#35AF80	1.186858
54	abductive_world_object	color_space_object	1	positive_shift	#E5556B	1.179429
54	abductive_world_object	trit_tick_object	-1	negative_shift	#CB57CB	0.880684
54	abductive_world_object	rng_determinism_object	0	same_trit_relabel	#F01A08	0.303915
54	abductive_world_object	parallel_invariance_object	1	positive_shift	#665D04	1.237967
54	abductive_world_object	palette_interface_object	-1	negative_shift	#0FAD39	1.081983
54	abductive_world_object	lisp_semantics_object	0	same_trit_relabel	#747B12	0.511069
54	abductive_world_object	entropy_source_object	1	positive_shift	#D966BB	1.010994
54	abductive_world_object	propagator_cell_object	-1	negative_shift	#351AF9	0.572581
54	abductive_world_object	fuzz_soundness_object	1	positive_shift	#7B7854	0.741195
54	abductive_world_object	ternary_regression_object	-1	negative_shift	#9B82F4	0.820193
54	abductive_world_object	nonriemannian_gate_object	0	same_trit_relabel	#38EDB9	0.350361
54	abductive_world_object	exa_loop_object	1	positive_shift	#AC589E	0.877189
54	abductive_world_object	aqua_hygiene_object	-1	negative_shift	#4020C8	1.077543
54	abductive_world_object	scip_catcolab_object	0	same_trit_relabel	#1EFB43	0.996526
55	fuzz_soundness_object	color_space_object	0	same_trit_relabel	#CBA7FC	0.799413
55	fuzz_soundness_object	trit_tick_object	1	positive_shift	#A565B3	1.081603
55	fuzz_soundness_object	rng_determinism_object	-1	negative_shift	#BFBE91	1.324094
55	fuzz_soundness_object	parallel_invariance_object	0	same_trit_relabel	#9EA32D	0.936171
55	fuzz_soundness_object	palette_interface_object	1	positive_shift	#444F42	0.497197
55	fuzz_soundness_object	lisp_semantics_object	-1	negative_shift	#66B804	0.777372
55	fuzz_soundness_object	entropy_source_object	0	same_trit_relabel	#04F74B	0.767646
55	fuzz_soundness_object	propagator_cell_object	1	positive_shift	#2FD11D	1.206523
55	fuzz_soundness_object	abductive_world_object	-1	negative_shift	#F18A0D	1.161565
55	fuzz_soundness_object	ternary_regression_object	1	positive_shift	#DB6E5C	0.822477
55	fuzz_soundness_object	nonriemannian_gate_object	-1	negative_shift	#968B30	1.119556
55	fuzz_soundness_object	exa_loop_object	0	same_trit_relabel	#14FA56	0.624601
55	fuzz_soundness_object	aqua_hygiene_object	1	positive_shift	#C3C71C	0.833898
55	fuzz_soundness_object	scip_catcolab_object	-1	negative_shift	#C362AB	0.8414
56	ternary_regression_object	color_space_object	-1	negative_shift	#6F0CDE	1.158253
56	ternary_regression_object	trit_tick_object	0	same_trit_relabel	#792455	0.644928
56	ternary_regression_object	rng_determinism_object	1	positive_shift	#1CDCB6	0.921869
56	ternary_regression_object	parallel_invariance_object	-1	negative_shift	#9C6E49	0.763689
56	ternary_regression_object	palette_interface_object	0	same_trit_relabel	#AF27D7	0.617569
56	ternary_regression_object	lisp_semantics_object	1	positive_shift	#1D1B9A	0.665002
56	ternary_regression_object	entropy_source_object	-1	negative_shift	#1C3ED2	0.541878
56	ternary_regression_object	propagator_cell_object	0	same_trit_relabel	#8E274A	0.349988
56	ternary_regression_object	abductive_world_object	1	positive_shift	#B3F579	1.083461
56	ternary_regression_object	fuzz_soundness_object	-1	negative_shift	#08ED15	0.709681
56	ternary_regression_object	nonriemannian_gate_object	1	positive_shift	#33A85A	0.763438
56	ternary_regression_object	exa_loop_object	-1	negative_shift	#CF48E5	0.846894
56	ternary_regression_object	aqua_hygiene_object	0	same_trit_relabel	#7EB213	0.654056
56	ternary_regression_object	scip_catcolab_object	1	positive_shift	#68E605	1.059798
57	nonriemannian_gate_object	color_space_object	1	positive_shift	#AC0B96	0.788607
57	nonriemannian_gate_object	trit_tick_object	-1	negative_shift	#DB3F47	0.495071
57	nonriemannian_gate_object	rng_determinism_object	0	same_trit_relabel	#DDB5B5	0.342773
57	nonriemannian_gate_object	parallel_invariance_object	1	positive_shift	#0DA701	1.23992
57	nonriemannian_gate_object	palette_interface_object	-1	negative_shift	#6EB3E5	1.1194
57	nonriemannian_gate_object	lisp_semantics_object	0	same_trit_relabel	#BAF464	0.702804
57	nonriemannian_gate_object	entropy_source_object	1	positive_shift	#1778FA	1.094754
57	nonriemannian_gate_object	propagator_cell_object	-1	negative_shift	#28AC44	0.896812
57	nonriemannian_gate_object	abductive_world_object	0	same_trit_relabel	#3B5332	0.693641
57	nonriemannian_gate_object	fuzz_soundness_object	1	positive_shift	#9424EF	1.099486
57	nonriemannian_gate_object	ternary_regression_object	-1	negative_shift	#98587C	0.90895
57	nonriemannian_gate_object	exa_loop_object	1	positive_shift	#F4A027	0.605847
57	nonriemannian_gate_object	aqua_hygiene_object	-1	negative_shift	#D85FDD	0.854268
57	nonriemannian_gate_object	scip_catcolab_object	0	same_trit_relabel	#2E4194	0.889721
58	exa_loop_object	color_space_object	0	same_trit_relabel	#CE2D77	0.898998
58	exa_loop_object	trit_tick_object	1	positive_shift	#C08B58	1.253073
58	exa_loop_object	rng_determinism_object	-1	negative_shift	#210826	1.531121
58	exa_loop_object	parallel_invariance_object	0	same_trit_relabel	#6EADBE	0.93009
58	exa_loop_object	palette_interface_object	1	positive_shift	#DDD75D	0.582592
58	exa_loop_object	lisp_semantics_object	-1	negative_shift	#C357FA	0.908682
58	exa_loop_object	entropy_source_object	0	same_trit_relabel	#7637E0	0.81693
58	exa_loop_object	propagator_cell_object	1	positive_shift	#1B1DE9	1.389838
58	exa_loop_object	abductive_world_object	-1	negative_shift	#947F14	1.155265
58	exa_loop_object	fuzz_soundness_object	0	same_trit_relabel	#6B1956	1.057006
58	exa_loop_object	ternary_regression_object	1	positive_shift	#11F818	1.075557
58	exa_loop_object	nonriemannian_gate_object	-1	negative_shift	#DAC38F	1.297792
58	exa_loop_object	aqua_hygiene_object	1	positive_shift	#A837F3	0.921895
58	exa_loop_object	scip_catcolab_object	-1	negative_shift	#3CBEC3	0.727388
59	aqua_hygiene_object	color_space_object	-1	negative_shift	#EABD7D	1.303587
59	aqua_hygiene_object	trit_tick_object	0	same_trit_relabel	#C626F3	0.973316
59	aqua_hygiene_object	rng_determinism_object	1	positive_shift	#D53FF0	1.479049
59	aqua_hygiene_object	parallel_invariance_object	-1	negative_shift	#831BE8	0.764777
59	aqua_hygiene_object	palette_interface_object	0	same_trit_relabel	#838DC1	0.514354
59	aqua_hygiene_object	lisp_semantics_object	1	positive_shift	#A2D114	0.863166
59	aqua_hygiene_object	entropy_source_object	-1	negative_shift	#4EB5B8	0.776644
59	aqua_hygiene_object	propagator_cell_object	0	same_trit_relabel	#E549A8	0.931238
59	aqua_hygiene_object	abductive_world_object	1	positive_shift	#8C673F	1.025554
59	aqua_hygiene_object	fuzz_soundness_object	-1	negative_shift	#C01A28	1.223218
59	aqua_hygiene_object	ternary_regression_object	0	same_trit_relabel	#66EF19	1.01611
59	aqua_hygiene_object	nonriemannian_gate_object	1	positive_shift	#558407	1.238817
59	aqua_hygiene_object	exa_loop_object	-1	negative_shift	#25A15D	1.117422
59	aqua_hygiene_object	scip_catcolab_object	1	positive_shift	#86AF56	0.723248
60	scip_catcolab_object	color_space_object	1	positive_shift	#A36667	0.964279
60	scip_catcolab_object	trit_tick_object	-1	negative_shift	#C822D5	0.772986
60	scip_catcolab_object	rng_determinism_object	0	same_trit_relabel	#4C71B2	0.574292
60	scip_catcolab_object	parallel_invariance_object	1	positive_shift	#3D3B15	1.086336
60	scip_catcolab_object	palette_interface_object	-1	negative_shift	#95703E	0.712511
60	scip_catcolab_object	lisp_semantics_object	0	same_trit_relabel	#EE610D	0.282734
60	scip_catcolab_object	entropy_source_object	1	positive_shift	#B4007D	0.876679
60	scip_catcolab_object	propagator_cell_object	-1	negative_shift	#1DB854	0.81907
60	scip_catcolab_object	abductive_world_object	0	same_trit_relabel	#1054BF	0.7189
60	scip_catcolab_object	fuzz_soundness_object	1	positive_shift	#D78BFA	0.913156
60	scip_catcolab_object	ternary_regression_object	-1	negative_shift	#A3A702	0.693499
60	scip_catcolab_object	nonriemannian_gate_object	0	same_trit_relabel	#042673	0.377001
60	scip_catcolab_object	exa_loop_object	1	positive_shift	#BB5437	0.661459
60	scip_catcolab_object	aqua_hygiene_object	-1	negative_shift	#E5040C	0.749315
61	color_space_object	trit_tick_object	1	positive_shift	#0BE4DB	0.64137
61	color_space_object	rng_determinism_object	-1	negative_shift	#DEA54D	1.090298
61	color_space_object	parallel_invariance_object	0	same_trit_relabel	#E6AC52	1.181499
61	color_space_object	palette_interface_object	1	positive_shift	#0F45E6	1.169796
61	color_space_object	lisp_semantics_object	-1	negative_shift	#F68DFF	1.270424
61	color_space_object	entropy_source_object	0	same_trit_relabel	#5F6CCA	1.064733
61	color_space_object	propagator_cell_object	1	positive_shift	#03E516	1.303547
61	color_space_object	abductive_world_object	-1	negative_shift	#6B8FFF	1.012671
61	color_space_object	fuzz_soundness_object	0	same_trit_relabel	#61FCF5	1.153541
61	color_space_object	ternary_regression_object	1	positive_shift	#A78D23	0.956776
61	color_space_object	nonriemannian_gate_object	-1	negative_shift	#ABA041	0.919119
61	color_space_object	exa_loop_object	0	same_trit_relabel	#D8F3BE	0.429622
61	color_space_object	aqua_hygiene_object	1	positive_shift	#2BA7CD	0.801448
61	color_space_object	scip_catcolab_object	-1	negative_shift	#D9F6FF	1.221004
62	trit_tick_object	color_space_object	-1	negative_shift	#A1FE23	1.282847
62	trit_tick_object	rng_determinism_object	1	positive_shift	#B1EAEF	1.55168
62	trit_tick_object	parallel_invariance_object	-1	negative_shift	#B3B0F0	0.916435
62	trit_tick_object	palette_interface_object	0	same_trit_relabel	#97B476	0.46218
62	trit_tick_object	lisp_semantics_object	1	positive_shift	#8E2531	0.920116
62	trit_tick_object	entropy_source_object	-1	negative_shift	#16A32D	0.915075
62	trit_tick_object	propagator_cell_object	0	same_trit_relabel	#407F57	1.029193
62	trit_tick_object	abductive_world_object	1	positive_shift	#7ED1AB	1.013304
62	trit_tick_object	fuzz_soundness_object	-1	negative_shift	#B5696B	1.335154
62	trit_tick_object	ternary_regression_object	0	same_trit_relabel	#DAB1F5	1.00386
62	trit_tick_object	nonriemannian_gate_object	1	positive_shift	#EFD2EE	1.297409
62	trit_tick_object	exa_loop_object	-1	negative_shift	#012EBF	1.134505
62	trit_tick_object	aqua_hygiene_object	0	same_trit_relabel	#7F48AE	0.668038
62	trit_tick_object	scip_catcolab_object	1	positive_shift	#866DB9	0.620948
63	rng_determinism_object	color_space_object	1	positive_shift	#405449	0.709436
63	rng_determinism_object	trit_tick_object	-1	negative_shift	#03F827	0.870817
63	rng_determinism_object	parallel_invariance_object	1	positive_shift	#9FAED7	1.043321
63	rng_determinism_object	palette_interface_object	-1	negative_shift	#4F64B0	0.911402
63	rng_determinism_object	lisp_semantics_object	0	same_trit_relabel	#38E061	0.710919
63	rng_determinism_object	entropy_source_object	1	positive_shift	#6541F7	1.024698
63	rng_determinism_object	propagator_cell_object	-1	negative_shift	#541D2D	1.271777
63	rng_determinism_object	abductive_world_object	0	same_trit_relabel	#ED910D	0.134253
63	rng_determinism_object	fuzz_soundness_object	1	positive_shift	#F9DA99	1.375445
63	rng_determinism_object	ternary_regression_object	-1	negative_shift	#00C66E	1.16316
63	rng_determinism_object	nonriemannian_gate_object	0	same_trit_relabel	#D178D4	0.639757
63	rng_determinism_object	exa_loop_object	1	positive_shift	#0CCF8C	0.730033
63	rng_determinism_object	aqua_hygiene_object	-1	negative_shift	#6EC772	0.602354
63	rng_determinism_object	scip_catcolab_object	0	same_trit_relabel	#866DCD	0.384114
64	parallel_invariance_object	color_space_object	0	same_trit_relabel	#846D78	0.781072
64	parallel_invariance_object	trit_tick_object	1	positive_shift	#484279	0.974423
64	parallel_invariance_object	rng_determinism_object	-1	negative_shift	#2DB1BE	0.8991
64	parallel_invariance_object	palette_interface_object	1	positive_shift	#290CC8	1.312635
64	parallel_invariance_object	lisp_semantics_object	-1	negative_shift	#0E14C6	1.11941
64	parallel_invariance_object	entropy_source_object	0	same_trit_relabel	#C9D1B9	0.562865
64	parallel_invariance_object	propagator_cell_object	1	positive_shift	#2BB197	0.91407
64	parallel_invariance_object	abductive_world_object	-1	negative_shift	#F49E85	1.054305
64	parallel_invariance_object	fuzz_soundness_object	0	same_trit_relabel	#55EFE5	0.70733
64	parallel_invariance_object	ternary_regression_object	1	positive_shift	#5838CA	1.343889
64	parallel_invariance_object	nonriemannian_gate_object	-1	negative_shift	#E310D1	0.787796
64	parallel_invariance_object	exa_loop_object	0	same_trit_relabel	#EF2E51	0.591065
64	parallel_invariance_object	aqua_hygiene_object	1	positive_shift	#3B0EC0	1.127177
64	parallel_invariance_object	scip_catcolab_object	-1	negative_shift	#232B19	1.298023
65	palette_interface_object	color_space_object	-1	negative_shift	#D0A5D2	1.386521
65	palette_interface_object	trit_tick_object	0	same_trit_relabel	#D9F236	0.816261
65	palette_interface_object	rng_determinism_object	1	positive_shift	#161125	0.913195
65	palette_interface_object	parallel_invariance_object	-1	negative_shift	#4566C2	0.956505
65	palette_interface_object	lisp_semantics_object	1	positive_shift	#1C0818	0.784808
65	palette_interface_object	entropy_source_object	-1	negative_shift	#402554	0.742738
65	palette_interface_object	propagator_cell_object	0	same_trit_relabel	#6B8BEE	0.222322
65	palette_interface_object	abductive_world_object	1	positive_shift	#6E3EEF	1.361158
65	palette_interface_object	fuzz_soundness_object	-1	negative_shift	#8C3716	0.444321
65	palette_interface_object	ternary_regression_object	0	same_trit_relabel	#2E08DE	0.825441
65	palette_interface_object	nonriemannian_gate_object	1	positive_shift	#E8213A	0.892814
65	palette_interface_object	exa_loop_object	-1	negative_shift	#6F4B91	1.060898
65	palette_interface_object	aqua_hygiene_object	0	same_trit_relabel	#DD7EB3	0.894444
65	palette_interface_object	scip_catcolab_object	1	positive_shift	#0ADA7D	1.314023
66	lisp_semantics_object	color_space_object	1	positive_shift	#C420BE	0.81088
66	lisp_semantics_object	trit_tick_object	-1	negative_shift	#B18BB7	0.929541
66	lisp_semantics_object	rng_determinism_object	0	same_trit_relabel	#FE8D87	0.893042
66	lisp_semantics_object	parallel_invariance_object	1	positive_shift	#2EF585	1.005411
66	lisp_semantics_object	palette_interface_object	-1	negative_shift	#FDCD9F	1.17668
66	lisp_semantics_object	entropy_source_object	1	positive_shift	#62D9E8	1.046196
66	lisp_semantics_object	propagator_cell_object	-1	negative_shift	#349C98	1.275759
66	lisp_semantics_object	abductive_world_object	0	same_trit_relabel	#A70448	0.230707
66	lisp_semantics_object	fuzz_soundness_object	1	positive_shift	#F4F0A8	1.396693
66	lisp_semantics_object	ternary_regression_object	-1	negative_shift	#2EA7D1	1.353348
66	lisp_semantics_object	nonriemannian_gate_object	0	same_trit_relabel	#B90D70	0.637674
66	lisp_semantics_object	exa_loop_object	1	positive_shift	#6D5158	0.835325
66	lisp_semantics_object	aqua_hygiene_object	-1	negative_shift	#E78DE6	0.863384
66	lisp_semantics_object	scip_catcolab_object	0	same_trit_relabel	#97D76A	0.657059
67	entropy_source_object	color_space_object	0	same_trit_relabel	#E71F2D	0.400615
67	entropy_source_object	trit_tick_object	1	positive_shift	#AAB8C0	0.488372
67	entropy_source_object	rng_determinism_object	-1	negative_shift	#684A81	0.840567
67	entropy_source_object	parallel_invariance_object	0	same_trit_relabel	#8CB22B	0.96012
67	entropy_source_object	palette_interface_object	1	positive_shift	#76B908	0.94867
67	entropy_source_object	lisp_semantics_object	-1	negative_shift	#CC5D96	0.955937
67	entropy_source_object	propagator_cell_object	1	positive_shift	#68751E	0.977713
67	entropy_source_object	abductive_world_object	-1	negative_shift	#9205AC	1.014762
67	entropy_source_object	fuzz_soundness_object	0	same_trit_relabel	#361388	0.816242
67	entropy_source_object	ternary_regression_object	1	positive_shift	#59ADF3	0.698461
67	entropy_source_object	nonriemannian_gate_object	-1	negative_shift	#1DA2B7	0.6495
67	entropy_source_object	exa_loop_object	0	same_trit_relabel	#0F4655	0.221108
67	entropy_source_object	aqua_hygiene_object	1	positive_shift	#268BF6	0.709681
67	entropy_source_object	scip_catcolab_object	-1	negative_shift	#AEA057	1.104976
68	propagator_cell_object	color_space_object	-1	negative_shift	#4264F6	1.2145
68	propagator_cell_object	trit_tick_object	0	same_trit_relabel	#E1DAD8	0.933712
68	propagator_cell_object	rng_determinism_object	1	positive_shift	#BE7273	1.552159
68	propagator_cell_object	parallel_invariance_object	-1	negative_shift	#D1BD93	1.124218
68	propagator_cell_object	palette_interface_object	0	same_trit_relabel	#688249	0.315631
68	propagator_cell_object	lisp_semantics_object	1	positive_shift	#DAF417	0.9232
68	propagator_cell_object	entropy_source_object	-1	negative_shift	#DC4FD0	1.061373
68	propagator_cell_object	abductive_world_object	1	positive_shift	#4EDCA5	1.039967
68	propagator_cell_object	fuzz_soundness_object	-1	negative_shift	#9D0471	1.396404
68	propagator_cell_object	ternary_regression_object	0	same_trit_relabel	#ECEF3D	0.865806
68	propagator_cell_object	nonriemannian_gate_object	1	positive_shift	#858DFE	1.296899
68	propagator_cell_object	exa_loop_object	-1	negative_shift	#6A08DA	1.096036
68	propagator_cell_object	aqua_hygiene_object	0	same_trit_relabel	#5009B3	0.577137
68	propagator_cell_object	scip_catcolab_object	1	positive_shift	#C5708B	0.571583
69	abductive_world_object	color_space_object	1	positive_shift	#49C7E7	1.012603
69	abductive_world_object	trit_tick_object	-1	negative_shift	#EF5036	0.945952
69	abductive_world_object	rng_determinism_object	0	same_trit_relabel	#EF2394	0.680288
69	abductive_world_object	parallel_invariance_object	1	positive_shift	#14C4B1	0.84616
69	abductive_world_object	palette_interface_object	-1	negative_shift	#B5BA63	1.225643
69	abductive_world_object	lisp_semantics_object	0	same_trit_relabel	#F5CAC4	0.758527
69	abductive_world_object	entropy_source_object	1	positive_shift	#DA7C43	0.857622
69	abductive_world_object	propagator_cell_object	-1	negative_shift	#88FEEB	1.015495
69	abductive_world_object	fuzz_soundness_object	1	positive_shift	#3E9BF5	1.129054
69	abductive_world_object	ternary_regression_object	-1	negative_shift	#8627EB	1.336841
69	abductive_world_object	nonriemannian_gate_object	0	same_trit_relabel	#D38E58	0.4896
69	abductive_world_object	exa_loop_object	1	positive_shift	#6647B0	0.86046
69	abductive_world_object	aqua_hygiene_object	-1	negative_shift	#48B17C	1.015066
69	abductive_world_object	scip_catcolab_object	0	same_trit_relabel	#028205	0.816977
70	fuzz_soundness_object	color_space_object	0	same_trit_relabel	#72130E	0.315802
70	fuzz_soundness_object	trit_tick_object	1	positive_shift	#7BDEA6	0.738718
70	fuzz_soundness_object	rng_determinism_object	-1	negative_shift	#D26B6B	1.125461
70	fuzz_soundness_object	parallel_invariance_object	0	same_trit_relabel	#CD9933	0.701829
70	fuzz_soundness_object	palette_interface_object	1	positive_shift	#7F1673	0.853736
70	fuzz_soundness_object	lisp_semantics_object	-1	negative_shift	#E4D041	0.951015
70	fuzz_soundness_object	entropy_source_object	0	same_trit_relabel	#CA74E3	0.636769
70	fuzz_soundness_object	propagator_cell_object	1	positive_shift	#494806	1.147066
70	fuzz_soundness_object	abductive_world_object	-1	negative_shift	#81B991	0.586419
70	fuzz_soundness_object	ternary_regression_object	1	positive_shift	#4CF6BC	1.034494
70	fuzz_soundness_object	nonriemannian_gate_object	-1	negative_shift	#A46C82	0.837632
70	fuzz_soundness_object	exa_loop_object	0	same_trit_relabel	#3DD19D	0.252873
70	fuzz_soundness_object	aqua_hygiene_object	1	positive_shift	#3F36FE	0.509542
70	fuzz_soundness_object	scip_catcolab_object	-1	negative_shift	#435A60	0.764688
71	ternary_regression_object	color_space_object	-1	negative_shift	#B4C895	1.39159
71	ternary_regression_object	trit_tick_object	0	same_trit_relabel	#1565AE	1.030686
71	ternary_regression_object	rng_determinism_object	1	positive_shift	#A5F19B	1.460714
71	ternary_regression_object	parallel_invariance_object	-1	negative_shift	#B89DAF	0.591502
71	ternary_regression_object	palette_interface_object	0	same_trit_relabel	#D0DA35	0.6834
71	ternary_regression_object	lisp_semantics_object	1	positive_shift	#0EF149	0.920077
71	ternary_regression_object	entropy_source_object	-1	negative_shift	#558092	0.683409
71	ternary_regression_object	propagator_cell_object	0	same_trit_relabel	#2E2E02	0.887818
71	ternary_regression_object	abductive_world_object	1	positive_shift	#601CD8	1.096922
71	ternary_regression_object	fuzz_soundness_object	-1	negative_shift	#F843C7	1.160487
71	ternary_regression_object	nonriemannian_gate_object	1	positive_shift	#9DCA25	1.245787
71	ternary_regression_object	exa_loop_object	-1	negative_shift	#4ED7A0	1.181309
71	ternary_regression_object	aqua_hygiene_object	0	same_trit_relabel	#A7DCC3	0.826177
71	ternary_regression_object	scip_catcolab_object	1	positive_shift	#446969	0.911708
72	nonriemannian_gate_object	color_space_object	1	positive_shift	#8BA6FF	1.294278
72	nonriemannian_gate_object	trit_tick_object	-1	negative_shift	#702642	1.019888
72	nonriemannian_gate_object	rng_determinism_object	0	same_trit_relabel	#FD2982	0.404758
72	nonriemannian_gate_object	parallel_invariance_object	1	positive_shift	#722A41	1.099646
72	nonriemannian_gate_object	palette_interface_object	-1	negative_shift	#3D75AB	1.119077
72	nonriemannian_gate_object	lisp_semantics_object	0	same_trit_relabel	#D6901D	0.468574
72	nonriemannian_gate_object	entropy_source_object	1	positive_shift	#CC3DD3	0.873742
72	nonriemannian_gate_object	propagator_cell_object	-1	negative_shift	#ACD9E8	0.391102
72	nonriemannian_gate_object	abductive_world_object	0	same_trit_relabel	#DF17A8	1.021183
72	nonriemannian_gate_object	fuzz_soundness_object	1	positive_shift	#D0F5AB	0.52569
72	nonriemannian_gate_object	ternary_regression_object	-1	negative_shift	#714702	1.004964
72	nonriemannian_gate_object	exa_loop_object	1	positive_shift	#AA7915	0.970827
72	nonriemannian_gate_object	aqua_hygiene_object	-1	negative_shift	#9DF26C	1.164882
72	nonriemannian_gate_object	scip_catcolab_object	0	same_trit_relabel	#156EA2	1.004006
73	exa_loop_object	color_space_object	0	same_trit_relabel	#DD4FD2	0.509291
73	exa_loop_object	trit_tick_object	1	positive_shift	#C07A2E	0.992495
73	exa_loop_object	rng_determinism_object	-1	negative_shift	#009A8F	1.412912
73	exa_loop_object	parallel_invariance_object	0	same_trit_relabel	#96CB8F	0.937722
73	exa_loop_object	palette_interface_object	1	positive_shift	#DE9CA4	0.756154
73	exa_loop_object	lisp_semantics_object	-1	negative_shift	#1D1D82	1.053771
73	exa_loop_object	entropy_source_object	0	same_trit_relabel	#1DF94B	0.864606
73	exa_loop_object	propagator_cell_object	1	positive_shift	#800A25	1.402031
73	exa_loop_object	abductive_world_object	-1	negative_shift	#26A7FD	0.814873
73	exa_loop_object	fuzz_soundness_object	0	same_trit_relabel	#F6082E	1.15164
73	exa_loop_object	ternary_regression_object	1	positive_shift	#17113E	1.052629
73	exa_loop_object	nonriemannian_gate_object	-1	negative_shift	#42F3C8	1.141957
73	exa_loop_object	aqua_hygiene_object	1	positive_shift	#36A851	0.611627
73	exa_loop_object	scip_catcolab_object	-1	negative_shift	#10E9CF	0.656809
74	aqua_hygiene_object	color_space_object	-1	negative_shift	#12A62C	0.879939
74	aqua_hygiene_object	trit_tick_object	0	same_trit_relabel	#639C60	0.332271
74	aqua_hygiene_object	rng_determinism_object	1	positive_shift	#661CD8	0.699155
74	aqua_hygiene_object	parallel_invariance_object	-1	negative_shift	#AC2750	1.299425
74	aqua_hygiene_object	palette_interface_object	0	same_trit_relabel	#BFF449	0.976345
74	aqua_hygiene_object	lisp_semantics_object	1	positive_shift	#AA1465	1.203303
74	aqua_hygiene_object	entropy_source_object	-1	negative_shift	#5FBF22	1.18792
74	aqua_hygiene_object	propagator_cell_object	0	same_trit_relabel	#836854	0.645905
74	aqua_hygiene_object	abductive_world_object	1	positive_shift	#A434AD	1.095471
74	aqua_hygiene_object	fuzz_soundness_object	-1	negative_shift	#83561E	1.189449
74	aqua_hygiene_object	ternary_regression_object	0	same_trit_relabel	#F1EC2D	0.776362
74	aqua_hygiene_object	nonriemannian_gate_object	1	positive_shift	#D85FDD	0.635167
74	aqua_hygiene_object	exa_loop_object	-1	negative_shift	#5F8336	0.775533
74	aqua_hygiene_object	scip_catcolab_object	1	positive_shift	#E539E1	1.370661
75	scip_catcolab_object	color_space_object	1	positive_shift	#B3A649	0.64816
75	scip_catcolab_object	trit_tick_object	-1	negative_shift	#63DE7C	0.693307
